TT,CCV1,DSP,DSPSP,MAT,OAD,RAT,SAT,SATSP,SCH,SFS,SupCFM,SupVFD1,PHV1,TT,OAH,OAT,OAWB,
03/28/2014 01:30,0,0,1.50,63.80,0,67.59,64.94,56.00,0,0,0,67.10,0,03/28/2014 01:30,87.48,47.78,45.94,
03/28/2014 01:45,0,0,1.50,63.76,0,66.87,65.01,56.00,0,0,0,66.64,0,03/28/2014 01:45,87.38,46.87,45.06,
03/28/2014 02:00,0,0,1.50,63.62,0,66.42,65.04,56.00,0,0,0,65.77,0,03/28/2014 02:00,88.15,46.11,44.48,
03/28/2014 02:15,0,0,1.50,63.51,0,66.70,65.08,56.00,0,0,0,65.56,0,03/28/2014 02:15,88.46,45.59,43.99,
03/28/2014 02:30,0,0,1.50,63.41,0,67.00,65.17,56.00,0,0,0,65.75,0,03/28/2014 02:30,88.91,45.21,43.70,
03/28/2014 02:45,0,0,1.50,63.40,0,67.34,65.27,56.00,0,0,0,66.25,0,03/28/2014 02:45,89.75,44.86,43.46,
03/28/2014 03:00,0,0,1.50,63.33,0,66.23,65.23,56.00,0,0,0,89.58,0,03/28/2014 03:00,90.01,44.38,43.00,
03/28/2014 03:15,0,0,1.50,63.14,0,65.65,65.24,56.00,0,0,0,83.90,0,03/28/2014 03:15,90.00,43.97,42.60,
03/28/2014 03:30,0,0,1.50,62.99,0,65.75,65.30,56.00,0,0,0,79.75,0,03/28/2014 03:30,90.00,43.64,42.30,
03/28/2014 03:45,0,0,1.50,62.94,0,66.36,65.33,56.00,0,0,0,78.58,0,03/28/2014 03:45,89.98,43.49,42.13,
03/28/2014 04:00,0,0,1.50,62.82,0,65.76,65.28,56.00,0,0,0,75.86,0,03/28/2014 04:00,89.99,43.41,42.05,
03/28/2014 04:15,0,0,1.50,62.74,0,66.90,65.38,56.00,0,0,0,73.35,0,03/28/2014 04:15,89.99,43.51,42.20,
03/28/2014 04:30,0,0,1.50,62.80,0,66.54,65.36,56.00,0,0,0,70.35,0,03/28/2014 04:30,89.99,43.58,42.22,
03/28/2014 04:45,0,0,1.50,62.75,0,67.74,65.40,56.00,0,0,0,69.96,0,03/28/2014 04:45,89.99,43.69,42.32,
03/28/2014 05:00,0,0,1.50,62.53,0,68.18,65.39,56.00,0,0,0,70.35,0,03/28/2014 05:00,89.98,43.57,42.21,
03/28/2014 05:15,0,1.25,1.50,53.45,59.32,72.76,55.75,56.00,1,1,21378.42,68.45,0,03/28/2014 05:15,88.97,42.37,40.91,
03/28/2014 05:30,0,1.37,1.50,53.31,53.14,72.70,55.58,56.00,1,1,23389.32,67.10,0,03/28/2014 05:30,88.59,41.31,39.90,
03/28/2014 05:45,0,1.53,1.50,53.23,44.25,72.58,55.58,56.00,1,1,21981.01,66.64,0,03/28/2014 05:45,89.93,40.54,39.30,
03/28/2014 06:00,0,1.63,1.50,53.89,40.31,72.71,55.31,56.00,1,1,19890.95,65.77,0,03/28/2014 06:00,89.93,39.41,38.20,
03/28/2014 06:15,0,1.60,1.50,54.22,39.84,72.89,55.54,56.00,1,1,18165.65,65.56,0,03/28/2014 06:15,89.92,38.84,37.63,
03/28/2014 06:30,0,1.55,1.50,53.78,37.68,72.97,55.20,56.00,1,1,18684.97,65.75,0,03/28/2014 06:30,89.91,38.46,37.27,
03/28/2014 06:45,0,1.55,1.50,53.91,38.14,73.05,55.37,56.00,1,1,17372.26,66.25,0,03/28/2014 06:45,89.91,38.15,36.97,
03/28/2014 07:00,0,1.51,1.50,53.70,38.03,73.01,55.32,56.00,1,1,17874.23,89.58,0,03/28/2014 07:00,89.92,38.15,36.97,
03/28/2014 07:15,0,1.51,1.50,53.24,50.12,73.02,55.88,56.00,1,1,17773.94,83.90,0,03/28/2014 07:15,89.92,38.46,37.28,
03/28/2014 07:30,0,1.51,1.50,53.29,49.89,73.06,55.71,56.00,1,1,17904.86,79.75,0,03/28/2014 07:30,89.92,39.10,37.90,
03/28/2014 07:45,0,1.52,1.50,53.10,49.13,73.11,55.52,56.00,1,1,17302.02,78.58,0,03/28/2014 07:45,89.93,39.42,38.20,
03/28/2014 08:00,0,1.52,1.50,53.38,51.12,73.04,55.87,56.00,1,1,16631.23,75.86,0,03/28/2014 08:00,89.93,39.67,38.41,
03/28/2014 08:15,0,1.50,1.50,53.50,51.57,73.00,55.97,56.00,1,1,17660.98,73.35,0,03/28/2014 08:15,88.39,39.71,38.30,
03/28/2014 08:30,0,1.50,1.50,54.58,56.24,72.98,56.55,56.00,1,1,17302.14,70.35,0,03/28/2014 08:30,88.96,39.84,38.50,
03/28/2014 08:45,0,1.51,1.50,57.17,63.57,73.00,56.05,56.00,1,1,15279.10,69.96,0,03/28/2014 08:45,88.38,39.85,38.40,
03/28/2014 09:00,0,1.50,1.50,53.48,52.16,73.05,55.63,56.00,1,1,15444.03,70.35,0,03/28/2014 09:00,86.94,40.08,38.45,
03/28/2014 09:15,0,1.50,1.50,53.44,51.41,73.05,55.46,56.00,1,1,15132.74,68.45,0,03/28/2014 09:15,86.91,40.10,38.46,
03/28/2014 09:30,0,1.52,1.50,54.99,58.45,72.93,56.70,56.00,1,1,13818.65,67.10,0,03/28/2014 09:30,87.42,40.27,38.70,
03/28/2014 09:45,0,1.51,1.50,53.41,50.86,73.02,55.41,56.00,1,1,13860.54,66.64,0,03/28/2014 09:45,85.00,40.67,38.80,
03/28/2014 10:00,0,1.52,1.50,53.39,52.24,73.02,56.06,56.00,1,1,14575.13,65.77,0,03/28/2014 10:00,85.29,41.39,39.50,
03/28/2014 10:15,0,1.48,1.50,54.86,0,73.03,55.48,56.00,1,1,14582.66,65.56,0.66,03/28/2014 10:15,83.31,42.17,40.00,
03/28/2014 10:30,0,1.51,1.50,55.19,60.25,73.00,56.96,56.00,1,1,14412.18,65.75,0,03/28/2014 10:30,81.63,42.14,39.76,
03/28/2014 10:45,0,1.50,1.50,53.46,52.32,73.07,55.60,56.00,1,1,14525.29,66.25,0,03/28/2014 10:45,82.32,41.57,39.30,
03/28/2014 11:00,0,1.49,1.50,55.37,60.14,73.00,56.86,56.00,1,1,14937.11,89.58,0,03/28/2014 11:00,83.44,42.13,40.00,
03/28/2014 11:15,0,1.50,1.50,54.14,54.99,73.05,55.80,56.00,1,1,14730.38,83.90,0,03/28/2014 11:15,82.64,42.89,40.60,
03/28/2014 11:30,0,1.48,1.50,54.10,57.83,73.05,56.41,56.00,1,1,15179.75,79.75,0,03/28/2014 11:30,81.37,43.21,40.74,
03/28/2014 11:45,0,1.54,1.50,53.59,0,72.93,55.41,56.00,1,1,13627.20,78.58,0.16,03/28/2014 11:45,80.94,43.14,40.60,
03/28/2014 12:00,0,1.51,1.50,53.98,54.94,72.92,55.78,56.00,1,1,13939.02,75.86,0,03/28/2014 12:00,80.54,43.29,40.69,
03/28/2014 12:15,0,1.52,1.50,54.26,56.62,72.90,56.81,56.00,1,1,13754.35,73.35,0,03/28/2014 12:15,79.63,43.89,41.10,
03/28/2014 12:30,0,1.50,1.50,54.24,58.47,72.88,55.84,56.00,1,1,14347.29,70.35,0,03/28/2014 12:30,80.26,44.60,41.90,
03/28/2014 12:45,0,1.50,1.50,53.97,63.80,72.85,56.04,56.00,1,1,14448.63,69.96,0,03/28/2014 12:45,79.78,44.29,41.50,
03/28/2014 13:00,0,1.49,1.50,54.07,66.54,72.82,55.72,56.00,1,1,14589.92,70.35,0,03/28/2014 13:00,80.26,43.91,41.25,
03/28/2014 13:15,0,1.50,1.50,54.12,69.71,72.77,55.69,56.00,1,1,14477.03,68.45,0,03/28/2014 13:15,79.07,44.07,41.20,
03/28/2014 13:30,0,1.50,1.50,54.02,0,72.76,55.70,56.00,1,1,14302.18,67.10,0.14,03/28/2014 13:30,79.17,44.42,41.59,
03/28/2014 13:45,0,1.49,1.50,54.92,65.35,72.84,56.38,56.00,1,1,14428.18,66.64,0,03/28/2014 13:45,78.19,44.51,41.50,
03/28/2014 14:00,0,1.51,1.50,54.61,68.68,72.87,56.10,56.00,1,1,14151.45,65.77,0,03/28/2014 14:00,77.97,44.49,41.44,
03/28/2014 14:15,0,1.53,1.50,54.55,71.48,72.86,55.86,56.00,1,1,14407.79,65.56,0,03/28/2014 14:15,76.99,44.64,41.47,
03/28/2014 14:30,0,1.53,1.50,54.47,75.56,72.87,55.98,56.00,1,1,14401.62,65.75,0,03/28/2014 14:30,76.90,45.25,42.00,
03/28/2014 14:45,0,1.51,1.50,54.68,79.62,72.82,55.90,56.00,1,1,14801.65,66.25,0,03/28/2014 14:45,76.79,45.35,42.10,
03/28/2014 15:00,0,1.50,1.50,57.69,66.00,72.67,56.38,56.00,1,1,14128.80,89.58,0,03/28/2014 15:00,76.89,45.07,41.82,
03/28/2014 15:15,0,1.51,1.50,54.62,68.17,72.72,56.43,56.00,1,1,14403.95,83.90,0,03/28/2014 15:15,76.39,44.95,41.67,
03/28/2014 15:30,0,1.49,1.50,54.40,74.43,72.75,56.04,56.00,1,1,14393.49,79.75,0,03/28/2014 15:30,76.79,45.08,41.81,
03/28/2014 15:45,0,1.49,1.50,53.91,76.52,72.64,55.67,56.00,1,1,14409.43,78.58,0,03/28/2014 15:45,76.73,45.08,41.80,
03/28/2014 16:00,0,1.48,1.50,53.86,77.72,72.65,55.62,56.00,1,1,14438.81,75.86,0,03/28/2014 16:00,77.57,44.46,41.39,
03/28/2014 16:15,0,1.47,1.50,53.75,54.50,72.57,55.96,56.00,1,1,14097.23,73.35,0,03/28/2014 16:15,78.98,42.94,40.15,
03/28/2014 16:30,0,1.54,1.50,53.81,54.03,72.49,56.11,56.00,1,1,12969.93,70.35,0,03/28/2014 16:30,80.35,42.00,39.40,
03/28/2014 16:45,0,1.48,1.50,53.36,50.40,72.55,55.57,56.00,1,1,13939.03,69.96,0,03/28/2014 16:45,80.27,41.54,39.00,
03/28/2014 17:00,0,1.51,1.50,54.96,58.22,72.48,56.71,56.00,1,1,13896.80,70.35,0,03/28/2014 17:00,80.35,41.28,38.76,
03/28/2014 17:15,0,0,1.50,55.48,0,68.40,56.75,56.00,0,0,0,68.45,0,03/28/2014 17:15,80.19,40.99,38.46,
03/28/2014 17:30,0,0,1.50,55.79,0,63.45,56.89,56.00,0,0,0,67.10,0,03/28/2014 17:30,80.28,40.74,38.26,
03/28/2014 17:45,0,0,1.50,56.34,0,66.42,57.90,56.00,0,0,0,66.64,0,03/28/2014 17:45,80.63,40.72,38.30,
03/28/2014 18:00,0,0,1.50,56.54,0,67.05,58.28,56.00,0,0,0,65.77,0,03/28/2014 18:00,81.21,40.50,38.10,
03/28/2014 18:15,0,0,1.50,56.89,0,66.93,58.47,56.00,0,0,0,65.56,0,03/28/2014 18:15,80.49,40.12,37.70,
03/28/2014 18:30,0,0,1.50,57.13,0,67.38,58.88,56.00,0,0,0,65.75,0,03/28/2014 18:30,80.82,39.56,37.20,
03/28/2014 18:45,0,0,1.50,57.24,0,67.09,59.00,56.00,0,0,0,66.25,0,03/28/2014 18:45,80.43,39.46,37.07,
03/28/2014 19:00,0,0,1.50,57.25,0,66.54,58.98,56.00,0,0,0,89.58,0,03/28/2014 19:00,80.50,39.20,36.84,
03/28/2014 19:15,0,0,1.50,57.31,0,66.11,59.04,56.00,0,0,0,83.90,0,03/28/2014 19:15,80.37,39.00,36.60,
03/28/2014 19:30,0,0,1.50,57.28,0,66.18,59.13,56.00,0,0,0,79.75,0,03/28/2014 19:30,80.57,38.80,36.50,
03/28/2014 19:45,0,0,1.50,57.32,0,66.05,59.25,56.00,0,0,0,78.58,0,03/28/2014 19:45,80.70,38.62,36.30,
03/28/2014 20:00,0,0,1.50,57.42,0,65.59,59.45,56.00,0,0,0,75.86,0,03/28/2014 20:00,81.28,38.49,36.23,
03/28/2014 20:15,0,0,1.50,57.43,0,65.40,59.50,56.00,0,0,0,73.35,0,03/28/2014 20:15,81.67,38.43,36.25,
03/28/2014 20:30,0,0,1.50,57.50,0,65.26,59.57,56.00,0,0,0,70.35,0,03/28/2014 20:30,81.73,38.28,36.10,
03/28/2014 20:45,0,0,1.50,57.60,0,64.82,59.74,56.00,0,0,0,69.96,0,03/28/2014 20:45,82.14,38.07,35.94,
03/28/2014 21:00,0,0,1.50,58.64,0,64.84,59.98,56.00,0,0,0,70.35,0,03/28/2014 21:00,82.20,38.05,35.93,
03/28/2014 21:15,0,0,1.50,60.16,0,66.88,60.71,56.00,0,0,0,68.45,0,03/28/2014 21:15,82.20,38.01,35.90,
03/28/2014 21:30,0,0,1.50,60.80,0,68.35,61.34,56.00,0,0,0,67.10,0,03/28/2014 21:30,82.39,37.87,35.80,
03/28/2014 21:45,0,0,1.50,61.20,0,68.51,61.71,56.00,0,0,0,66.64,0,03/28/2014 21:45,82.40,37.76,35.70,
03/28/2014 22:00,0,0,1.50,61.64,0,68.99,62.17,56.00,0,0,0,65.77,0,03/28/2014 22:00,82.59,37.47,35.42,
03/28/2014 22:15,0,0,1.50,61.86,0,68.86,62.55,56.00,0,0,0,65.56,0,03/28/2014 22:15,82.64,37.26,35.23,
03/28/2014 22:30,0,0,1.50,62.17,0,68.64,62.93,56.00,0,0,0,65.75,0,03/28/2014 22:30,83.06,37.37,35.40,
03/28/2014 22:45,0,0,1.50,62.39,0,68.57,63.30,56.00,0,0,0,66.25,0,03/28/2014 22:45,83.06,37.32,35.38,
03/28/2014 23:00,0,0,1.50,62.56,0,68.35,63.67,56.00,0,0,0,89.58,0,03/28/2014 23:00,83.06,37.14,35.20,
03/28/2014 23:15,0,0,1.50,62.65,0,68.17,64.05,56.00,0,0,0,83.90,0,03/28/2014 23:15,83.06,37.31,35.37,
03/28/2014 23:30,0,0,1.50,62.78,0,67.89,64.43,56.00,0,0,0,79.75,0,03/28/2014 23:30,83.21,37.23,35.30,
03/28/2014 23:45,0,0,1.50,62.89,0,67.76,64.74,56.00,0,0,0,78.58,0,03/28/2014 23:45,83.12,37.18,35.20,
03/29/2014 00:00,0,0,1.50,62.95,0,67.83,65.02,56.00,0,0,0,75.86,0,03/29/2014 00:00,83.06,36.97,35.00,
03/29/2014 00:15,0,0,1.50,62.97,0,67.73,65.27,56.00,0,0,0,73.35,0,03/29/2014 00:15,83.06,36.80,34.83,
03/29/2014 00:30,0,0,1.50,63.04,0,67.56,65.51,56.00,0,0,0,70.35,0,03/29/2014 00:30,83.06,36.73,34.80,
03/29/2014 00:45,0,0,1.50,63.08,0,67.50,65.73,56.00,0,0,0,69.96,0,03/29/2014 00:45,83.37,36.81,34.90,
03/29/2014 01:00,0,0,1.50,63.14,0,67.33,65.99,56.00,0,0,0,70.35,0,03/29/2014 01:00,83.22,36.90,34.95,
03/29/2014 01:15,0,0,1.50,63.12,0,67.52,66.19,56.00,0,0,0,68.45,0,03/29/2014 01:15,82.47,36.63,34.62,
03/29/2014 01:30,0,0,1.50,63.02,0,67.33,66.37,56.00,0,0,0,67.10,0,03/29/2014 01:30,82.26,36.47,34.44,
03/29/2014 01:45,0,0,1.50,63.02,0,67.01,66.61,56.00,0,0,0,66.64,0,03/29/2014 01:45,82.20,36.27,34.25,
03/29/2014 02:00,0,0,1.50,63.05,0,67.72,66.78,56.00,0,0,0,65.77,0,03/29/2014 02:00,82.59,36.07,34.10,
03/29/2014 02:15,0,0,1.50,63.10,0,67.72,66.95,56.00,0,0,0,65.56,0,03/29/2014 02:15,82.59,35.90,33.92,
03/29/2014 02:30,0,0,1.50,63.13,0,68.42,67.11,56.00,0,0,0,65.75,0,03/29/2014 02:30,83.11,35.75,33.87,
03/29/2014 02:45,0,0,1.50,63.19,0,68.74,67.26,56.00,0,0,0,66.25,0,03/29/2014 02:45,83.05,35.59,33.70,
03/29/2014 03:00,0,0,1.50,63.06,0,68.97,67.39,56.00,0,0,0,89.58,0,03/29/2014 03:00,83.37,35.37,33.50,
03/29/2014 03:15,0,0,1.50,63.13,0,69.77,67.51,56.00,0,0,0,83.90,0,03/29/2014 03:15,83.98,35.14,33.40,
03/29/2014 03:30,0,0,1.50,63.00,0,69.02,67.63,56.00,0,0,0,79.75,0,03/29/2014 03:30,84.29,35.12,33.40,
03/29/2014 03:45,0,0,1.50,63.04,0,69.22,67.74,56.00,0,0,0,78.58,0,03/29/2014 03:45,84.55,35.00,33.31,
03/29/2014 04:00,0,0,1.50,63.07,0,68.99,67.86,56.00,0,0,0,75.86,0,03/29/2014 04:00,84.82,34.80,33.18,
03/29/2014 04:15,0,0,1.50,63.01,0,68.65,67.91,56.00,0,0,0,73.35,0,03/29/2014 04:15,85.06,34.67,33.02,
03/29/2014 04:30,0,0,1.50,62.96,0,68.26,67.99,56.00,0,0,0,70.35,0,03/29/2014 04:30,85.36,34.60,33.00,
03/29/2014 04:45,0,0,1.50,62.99,0,68.59,68.09,56.00,0,0,0,69.96,0,03/29/2014 04:45,85.65,34.69,33.10,
03/29/2014 05:00,0,0,1.50,63.12,0,69.49,68.16,56.00,0,0,0,70.35,0,03/29/2014 05:00,85.76,34.66,33.10,
03/29/2014 05:15,0,0,1.50,63.01,0,69.77,68.20,56.00,0,0,0,68.45,0,03/29/2014 05:15,85.65,34.64,33.10,
03/29/2014 05:30,0,0,1.50,62.88,0,69.11,68.23,56.00,0,0,0,67.10,0,03/29/2014 05:30,85.66,34.70,33.18,
03/29/2014 05:45,0,0,1.50,62.94,0,68.66,68.30,56.00,0,0,0,66.64,0,03/29/2014 05:45,85.66,34.73,33.20,
03/29/2014 06:00,0,0,1.50,62.81,0,69.46,68.33,56.00,0,0,0,65.77,0,03/29/2014 06:00,85.78,34.64,33.10,
03/29/2014 06:15,0,0,1.50,62.90,0,68.60,68.38,56.00,0,0,0,65.56,0,03/29/2014 06:15,85.93,34.72,33.20,
03/29/2014 06:30,0,0,1.50,62.92,0,69.15,68.43,56.00,0,0,0,65.75,0,03/29/2014 06:30,86.16,34.88,33.36,
03/29/2014 06:45,0,0,1.50,62.99,0,69.49,68.46,56.00,0,0,0,66.25,0,03/29/2014 06:45,86.00,34.89,33.35,
03/29/2014 07:00,0,0,1.50,63.03,0,70.03,68.47,56.00,0,0,0,89.58,0,03/29/2014 07:00,86.17,34.88,33.37,
03/29/2014 07:15,0,0,1.50,62.94,0,70.71,68.49,56.00,0,0,0,83.90,0,03/29/2014 07:15,86.70,34.89,33.41,
03/29/2014 07:30,0,0,1.50,62.85,0,70.47,68.51,56.00,0,0,0,79.75,0,03/29/2014 07:30,86.92,35.08,33.61,
03/29/2014 07:45,0,0,1.50,62.75,0,70.10,68.52,56.00,0,0,0,78.58,0,03/29/2014 07:45,86.78,35.21,33.79,
03/29/2014 08:00,0,0,1.50,62.84,0,69.85,68.57,56.00,0,0,0,75.86,0,03/29/2014 08:00,86.99,35.21,33.80,
03/29/2014 08:15,0,0,1.50,62.99,0,70.04,68.58,56.00,0,0,0,73.35,0,03/29/2014 08:15,87.17,35.23,33.81,
03/29/2014 08:30,0,0,1.50,62.97,0,69.24,68.59,56.00,0,0,0,70.35,0,03/29/2014 08:30,86.70,35.69,34.20,
03/29/2014 08:45,0,0,1.50,63.01,0,69.33,68.62,56.00,0,0,0,69.96,0,03/29/2014 08:45,86.72,36.16,34.66,
03/29/2014 09:00,0,0,1.50,63.09,0,68.87,68.64,56.00,0,0,0,70.35,0,03/29/2014 09:00,85.68,36.66,35.01,
03/29/2014 09:15,0,0,1.50,63.19,0,69.67,68.66,56.00,0,0,0,68.45,0,03/29/2014 09:15,85.39,36.92,35.26,
03/29/2014 09:30,0,0,1.50,63.04,0,69.67,68.67,56.00,0,0,0,67.10,0,03/29/2014 09:30,85.27,37.16,35.46,
03/29/2014 09:45,0,0,1.50,63.25,0,69.96,68.69,56.00,0,0,0,66.64,0,03/29/2014 09:45,84.37,37.34,35.51,
03/29/2014 10:00,0,0,1.50,63.39,0,70.50,68.72,56.00,0,0,0,65.77,0,03/29/2014 10:00,84.29,37.70,35.90,
03/29/2014 10:15,0,0,1.50,63.49,0,70.58,68.74,56.00,0,0,0,65.56,0,03/29/2014 10:15,83.82,38.19,36.27,
03/29/2014 10:30,0,0,1.50,63.58,0,71.13,68.76,56.00,0,0,0,65.75,0,03/29/2014 10:30,82.88,38.46,36.40,
03/29/2014 10:45,0,0,1.50,63.55,0,71.82,68.79,56.00,0,0,0,66.25,0,03/29/2014 10:45,83.39,38.72,36.73,
03/29/2014 11:00,0,0,1.50,63.59,0,72.56,68.80,56.00,0,0,0,89.58,0,03/29/2014 11:00,82.57,38.67,36.58,
03/29/2014 11:15,0,0,1.50,63.67,0,73.14,68.82,56.00,0,0,0,83.90,0,03/29/2014 11:15,82.34,38.97,36.80,
03/29/2014 11:30,0,0,1.50,63.57,0,73.31,68.84,56.00,0,0,0,79.75,0,03/29/2014 11:30,81.53,39.23,37.00,
03/29/2014 11:45,0,0,1.50,63.58,0,74.09,68.85,56.00,0,0,0,78.58,0,03/29/2014 11:45,80.36,39.50,37.10,
03/29/2014 12:00,0,0,1.50,63.51,0,74.34,68.88,56.00,0,0,0,75.86,0,03/29/2014 12:00,80.24,39.87,37.40,
03/29/2014 12:15,0,0,1.50,63.42,0,74.24,68.90,56.00,0,0,0,73.35,0,03/29/2014 12:15,77.84,40.32,37.56,
03/29/2014 12:30,0,0,1.50,63.33,0,74.40,68.89,56.00,0,0,0,70.35,0,03/29/2014 12:30,78.03,41.28,38.46,
03/29/2014 12:45,0,0,1.50,62.08,0,73.94,68.79,56.00,0,0,0,69.96,0,03/29/2014 12:45,73.52,42.26,38.78,
03/29/2014 13:00,0,0,1.50,61.16,0,74.26,68.58,56.00,0,0,0,70.35,0,03/29/2014 13:00,72.94,41.83,38.30,
03/29/2014 13:15,0,0,1.50,60.69,0,73.79,68.34,56.00,0,0,0,68.45,0,03/29/2014 13:15,73.52,41.43,38.00,
03/29/2014 13:30,0,0,1.50,60.44,0,74.08,68.09,56.00,0,0,0,67.10,0,03/29/2014 13:30,73.92,41.26,37.90,
03/29/2014 13:45,0,0,1.50,60.04,0,74.37,67.85,56.00,0,0,0,66.64,0,03/29/2014 13:45,71.82,41.56,37.90,
03/29/2014 14:00,0,0,1.50,59.72,0,74.17,67.56,56.00,0,0,0,65.77,0,03/29/2014 14:00,72.22,41.87,38.22,
03/29/2014 14:15,0,0,1.50,59.68,0,74.02,67.36,56.00,0,0,0,65.56,0,03/29/2014 14:15,72.22,41.37,37.79,
03/29/2014 14:30,0,0,1.50,59.59,0,74.06,67.11,56.00,0,0,0,65.75,0,03/29/2014 14:30,71.01,41.66,37.90,
03/29/2014 14:45,0,0,1.50,59.45,0,74.59,66.95,56.00,0,0,0,66.25,0,03/29/2014 14:45,70.90,41.65,37.87,
03/29/2014 15:00,0,0,1.50,59.06,0,74.97,66.72,56.00,0,0,0,89.58,0,03/29/2014 15:00,73.56,41.89,38.40,
03/29/2014 15:15,0,0,1.50,59.07,0,74.94,66.59,56.00,0,0,0,83.90,0,03/29/2014 15:15,71.52,41.86,38.12,
03/29/2014 15:30,0,0,1.50,58.90,0,75.05,66.36,56.00,0,0,0,79.75,0,03/29/2014 15:30,72.11,41.67,38.02,
03/29/2014 15:45,0,0,1.50,58.77,0,75.11,66.19,56.00,0,0,0,78.58,0,03/29/2014 15:45,71.41,41.57,37.84,
03/29/2014 16:00,0,0,1.50,58.76,0,74.99,66.01,56.00,0,0,0,75.86,0,03/29/2014 16:00,71.01,41.39,37.61,
03/29/2014 16:15,0,0,1.50,58.73,0,74.66,65.77,56.00,0,0,0,73.35,0,03/29/2014 16:15,69.60,41.45,37.50,
03/29/2014 16:30,0,0,1.50,58.83,0,74.03,65.57,56.00,0,0,0,70.35,0,03/29/2014 16:30,70.11,41.56,37.69,
03/29/2014 16:45,0,0,1.50,59.04,0,73.48,65.42,56.00,0,0,0,69.96,0,03/29/2014 16:45,69.25,41.63,37.61,
03/29/2014 17:00,0,0,1.50,59.21,0,73.20,65.36,56.00,0,0,0,70.35,0,03/29/2014 17:00,68.19,41.50,37.33,
03/29/2014 17:15,0,0,1.50,59.15,0,73.05,65.13,56.00,0,0,0,68.45,0,03/29/2014 17:15,64.17,40.97,36.33,
03/29/2014 17:30,0,0,1.50,59.16,0,72.79,65.08,56.00,0,0,0,67.10,0,03/29/2014 17:30,57.52,40.31,34.90,
03/29/2014 17:45,0,0,1.50,59.12,0,71.93,64.86,56.00,0,0,0,66.64,0,03/29/2014 17:45,51.66,40.68,34.40,
03/29/2014 18:00,0,0,1.50,59.15,0,71.01,64.71,56.00,0,0,0,65.77,0,03/29/2014 18:00,52.58,39.46,33.50,
03/29/2014 18:15,0,0,1.50,59.20,0,70.06,64.52,56.00,0,0,0,65.56,0,03/29/2014 18:15,54.30,38.36,32.80,
03/29/2014 18:30,0,0,1.50,61.03,0,69.63,64.61,56.00,0,0,0,65.75,0,03/29/2014 18:30,54.90,37.60,32.18,
03/29/2014 18:45,0,0,1.50,61.82,0,68.74,64.79,56.00,0,0,0,66.25,0,03/29/2014 18:45,57.73,36.82,31.90,
03/29/2014 19:00,0,0,1.50,62.04,0,68.57,64.95,56.00,0,0,0,89.58,0,03/29/2014 19:00,58.13,36.29,31.47,
03/29/2014 19:15,0,0,1.50,62.22,0,67.95,65.10,56.00,0,0,0,83.90,0,03/29/2014 19:15,59.14,35.93,31.30,
03/29/2014 19:30,0,0,1.50,62.33,0,67.19,65.31,56.00,0,0,0,79.75,0,03/29/2014 19:30,62.78,35.16,31.03,
03/29/2014 19:45,0,0,1.50,62.44,0,67.21,65.50,56.00,0,0,0,78.58,0,03/29/2014 19:45,60.96,34.75,30.50,
03/29/2014 20:00,0,0,1.50,62.45,0,66.86,65.70,56.00,0,0,0,75.86,0,03/29/2014 20:00,64.19,34.22,30.40,
03/29/2014 20:15,0,0,1.50,62.52,0,66.88,65.91,56.00,0,0,0,73.35,0,03/29/2014 20:15,64.29,34.11,30.30,
03/29/2014 20:30,0,0,1.50,62.43,0,67.51,66.07,56.00,0,0,0,70.35,0,03/29/2014 20:30,64.49,34.41,30.60,
03/29/2014 20:45,0,0,1.50,62.40,0,66.74,66.27,56.00,0,0,0,69.96,0,03/29/2014 20:45,64.39,34.28,30.47,
03/29/2014 21:00,0,0,1.50,62.33,0,66.28,66.43,56.00,0,0,0,70.35,0,03/29/2014 21:00,65.56,34.06,30.40,
03/29/2014 21:15,0,0,1.50,62.35,0,66.07,66.61,56.00,0,0,0,68.45,0,03/29/2014 21:15,66.91,33.78,30.30,
03/29/2014 21:30,0,0,1.50,62.35,0,66.20,66.73,56.00,0,0,0,67.10,0,03/29/2014 21:30,68.21,33.55,30.24,
03/29/2014 21:45,0,0,1.50,62.39,0,66.12,66.89,56.00,0,0,0,66.64,0,03/29/2014 21:45,70.53,33.35,30.30,
03/29/2014 22:00,0,0,1.50,62.36,0,66.38,66.98,56.00,0,0,0,65.77,0,03/29/2014 22:00,69.72,33.19,30.09,
03/29/2014 22:15,0,0,1.50,62.29,0,66.17,67.09,56.00,0,0,0,65.56,0,03/29/2014 22:15,69.32,33.10,29.95,
03/29/2014 22:30,0,0,1.50,62.19,0,65.99,67.18,56.00,0,0,0,65.75,0,03/29/2014 22:30,70.73,32.78,29.80,
03/29/2014 22:45,0,0,1.50,62.10,0,65.48,67.25,56.00,0,0,0,66.25,0,03/29/2014 22:45,71.53,32.73,29.88,
03/29/2014 23:00,0,0,1.50,62.11,0,65.10,67.32,56.00,0,0,0,89.58,0,03/29/2014 23:00,73.54,32.31,29.70,
03/29/2014 23:15,0,0,1.50,91.12,0,65.25,68.20,56.00,0,0,0,83.90,99.99,03/29/2014 23:15,75.55,31.77,29.40,
03/29/2014 23:30,0,0,1.50,105.55,0,66.93,75.99,56.00,0,0,0,79.75,99.99,03/29/2014 23:30,76.76,31.38,29.16,
